student_id,data,points
46,es_1_2_3points,3
46,es_2_1_2points,1
46,es_2_2_3points,0
46,es_3_1_1point,1
46,es_3_2_2points,2
46,es_3_3_2points,0
46,es_3_4_2points,0
46,es_3_5_3points,0
46,es_4_1_15points,2
46,es_4_2_10points,1
46,es_5_1_2points,0
46,es_5_2_10points,0
46,es_5_3_3points,0
46,es_6_1_25points,0
46,es_6_2_15points,0
46,total,12
48,es_1_1_2points,2
48,es_1_2_3points,3
48,es_2_1_2points,2
48,es_2_2_3points,3
48,es_3_1_1point,1
48,es_3_2_2points,2
48,es_3_3_2points,2
48,es_3_4_2points,2
48,es_3_5_3points,3
48,es_4_1_15points,15
48,es_4_2_10points,7
48,es_5_1_2points,0
48,es_5_2_10points,2.5
48,es_5_3_3points,2
48,es_6_1_25points,10
48,es_6_2_15points,15
48,total,71.5
51,es_1_1_2points,1.5
51,es_1_2_3points,0
51,es_2_1_2points,0
51,es_2_2_3points,0
51,es_3_1_1point,1
51,es_3_2_2points,2
51,es_3_3_2points,2
51,es_3_4_2points,2
51,es_3_5_3points,0
51,es_4_1_15points,0
51,es_4_2_10points,0
51,es_5_1_2points,0
51,es_5_2_10points,0
51,es_5_3_3points,0
51,es_6_1_25points,0
51,es_6_2_15points,0
51,total,8.5
53,es_1_1_2points,1
53,es_1_2_3points,3
53,es_2_1_2points,1
53,es_2_2_3points,1
53,es_3_1_1point,1
53,es_3_2_2points,2
53,es_3_3_2points,2
53,es_3_4_2points,2
53,es_3_5_3points,3
53,es_4_1_15points,15
53,es_4_2_10points,7
53,es_5_1_2points,1
53,es_5_2_10points,8
53,es_5_3_3points,1.5
53,es_6_1_25points,12
53,es_6_2_15points,10
53,total,70.5
56,es_1_1_2points,2
56,es_1_2_3points,3
56,es_2_1_2points,2
56,es_2_2_3points,2
56,es_3_1_1point,1
56,es_3_2_2points,2
56,es_3_3_2points,2
56,es_3_4_2points,0
56,es_3_5_3points,0
56,es_4_1_15points,15
56,es_4_2_10points,10
56,es_5_1_2points,1
56,es_5_2_10points,4
56,es_5_3_3points,1.5
56,es_6_1_25points,18
56,es_6_2_15points,8
56,total,71.5
59,es_1_1_2points,2
59,es_1_2_3points,3
59,es_2_1_2points,2
59,es_2_2_3points,0
59,es_3_1_1point,1
59,es_3_2_2points,2
59,es_3_3_2points,2
59,es_3_4_2points,2
59,es_3_5_3points,3
59,es_4_1_15points,3
59,es_4_2_10points,7
59,es_5_1_2points,2
59,es_5_2_10points,8
59,es_5_3_3points,3
59,es_6_1_25points,0
59,es_6_2_15points,0
59,total,40
62,es_1_1_2points,2
62,es_1_2_3points,3
62,es_2_1_2points,1
62,es_2_2_3points,0
62,es_3_1_1point,1
62,es_3_2_2points,2
62,es_3_3_2points,2
62,es_3_4_2points,2
62,es_3_5_3points,3
62,es_4_1_15points,3
62,es_4_2_10points,3
62,es_5_1_2points,0
62,es_5_2_10points,0
62,es_5_3_3points,0
62,es_6_1_25points,0
62,es_6_2_15points,0
62,total,22
63,es_1_1_2points,2
63,es_1_2_3points,3
63,es_2_1_2points,2
63,es_2_2_3points,2
63,es_3_1_1point,1
63,es_3_2_2points,2
63,es_3_3_2points,2
63,es_3_4_2points,2
63,es_3_5_3points,3
63,es_4_1_15points,7
63,es_4_2_10points,6
63,es_5_1_2points,2
63,es_5_2_10points,10
63,es_5_3_3points,3
63,es_6_1_25points,12
63,es_6_2_15points,10
63,total,69
66,es_1_1_2points,2
66,es_1_2_3points,3
66,es_2_1_2points,2
66,es_2_2_3points,3
66,es_3_1_1point,1
66,es_3_2_2points,2
66,es_3_3_2points,2
66,es_3_4_2points,2
66,es_3_5_3points,3
66,es_4_1_15points,15
66,es_4_2_10points,10
66,es_5_1_2points,2
66,es_5_2_10points,8
66,es_5_3_3points,3
66,es_6_1_25points,18
66,es_6_2_15points,10
66,total,86
67,es_1_1_2points,2
67,es_1_2_3points,3
67,es_2_1_2points,1
67,es_2_2_3points,2
67,es_3_1_1point,1
67,es_3_2_2points,2
67,es_3_3_2points,2
67,es_3_4_2points,2
67,es_3_5_3points,3
67,es_4_1_15points,14.5
67,es_4_2_10points,10
67,es_5_1_2points,2
67,es_5_2_10points,8
67,es_5_3_3points,3
67,es_6_1_25points,15
67,es_6_2_15points,10
67,total,80.5
68,es_1_1_2points,2
68,es_1_2_3points,3
68,es_2_1_2points,2
68,es_2_2_3points,3
68,es_3_1_1point,1
68,es_3_2_2points,2
68,es_3_3_2points,2
68,es_3_4_2points,1.5
68,es_3_5_3points,3
68,es_4_1_15points,13
68,es_4_2_10points,7
68,es_5_1_2points,2
68,es_5_2_10points,10
68,es_5_3_3points,3
68,es_6_1_25points,5
68,es_6_2_15points,3
68,total,62.5
72,es_1_1_2points,2
72,es_1_2_3points,3
72,es_2_1_2points,2
72,es_2_2_3points,2
72,es_3_1_1point,1
72,es_3_2_2points,2
72,es_3_3_2points,2
72,es_3_4_2points,2
72,es_3_5_3points,3
72,es_4_1_15points,15
72,es_4_2_10points,7
72,es_5_1_2points,2
72,es_5_2_10points,10
72,es_5_3_3points,3
72,es_6_1_25points,24
72,es_6_2_15points,15
72,total,95
73,es_1_1_2points,2
73,es_1_2_3points,3
73,es_2_1_2points,1
73,es_2_2_3points,0
73,es_3_1_1point,1
73,es_3_2_2points,2
73,es_3_3_2points,0
73,es_3_4_2points,0
73,es_3_5_3points,3
73,es_4_1_15points,3
73,es_4_2_10points,4
73,es_5_1_2points,0
73,es_5_2_10points,0
73,es_5_3_3points,1.5
73,es_6_1_25points,3
73,es_6_2_15points,5
73,total,28.5
74,es_1_1_2points,1.5
74,es_1_2_3points,2
74,es_2_1_2points,1.5
74,es_2_2_3points,0
74,es_3_1_1point,1
74,es_3_2_2points,2
74,es_3_3_2points,0
74,es_3_4_2points,2
74,es_3_5_3points,3
74,es_4_1_15points,3
74,es_4_2_10points,2
74,es_5_1_2points,0
74,es_5_2_10points,0
74,es_5_3_3points,0
74,es_6_1_25points,0
74,es_6_2_15points,0
74,total,18
76,es_1_1_2points,2
76,es_1_2_3points,3
76,es_2_1_2points,2
76,es_2_2_3points,1.5
76,es_3_1_1point,1
76,es_3_2_2points,2
76,es_3_3_2points,2
76,es_3_4_2points,2
76,es_3_5_3points,2
76,es_4_1_15points,15
76,es_4_2_10points,10
76,es_5_1_2points,2
76,es_5_2_10points,10
76,es_5_3_3points,3
76,es_6_1_25points,24
76,es_6_2_15points,12
76,total,93.5
78,es_1_1_2points,2
78,es_1_2_3points,3
78,es_2_1_2points,1
78,es_2_2_3points,2
78,es_3_1_1point,1
78,es_3_2_2points,2
78,es_3_3_2points,2
78,es_3_4_2points,2
78,es_3_5_3points,3
78,es_4_1_15points,15
78,es_4_2_10points,4
78,es_5_1_2points,0
78,es_5_2_10points,5
78,es_5_3_3points,1.5
78,es_6_1_25points,24.5
78,es_6_2_15points,10
78,total,78
81,es_1_1_2points,2
81,es_1_2_3points,3
81,es_2_1_2points,1
81,es_2_2_3points,0
81,es_3_1_1point,1
81,es_3_2_2points,2
81,es_3_3_2points,2
81,es_3_4_2points,2
81,es_3_5_3points,3
81,es_4_1_15points,15
81,es_4_2_10points,7
81,es_5_1_2points,2
81,es_5_2_10points,4
81,es_5_3_3points,3
81,es_6_1_25points,25
81,es_6_2_15points,15
81,total,87
83,es_1_1_2points,2
83,es_1_2_3points,3
83,es_2_1_2points,2
83,es_2_2_3points,0
83,es_3_1_1point,1
83,es_3_2_2points,2
83,es_3_3_2points,0
83,es_3_4_2points,2
83,es_3_5_3points,0
83,es_4_1_15points,3
83,es_4_2_10points,3
83,es_5_1_2points,2
83,es_5_2_10points,4
83,es_5_3_3points,1.5
83,es_6_1_25points,10
83,es_6_2_15points,0
83,total,35.5
85,es_1_1_2points,2
85,es_1_2_3points,3
85,es_2_1_2points,2
85,es_2_2_3points,1.5
85,es_3_1_1point,1
85,es_3_2_2points,2
85,es_3_3_2points,2
85,es_3_4_2points,2
85,es_3_5_3points,3
85,es_4_1_15points,13
85,es_4_2_10points,10
85,es_5_1_2points,2
85,es_5_2_10points,0
85,es_5_3_3points,1.5
85,es_6_1_25points,25
85,es_6_2_15points,12
85,total,82
86,es_1_1_2points,2
86,es_1_2_3points,3
86,es_2_1_2points,2
86,es_2_2_3points,3
86,es_3_1_1point,1
86,es_3_2_2points,2
86,es_3_3_2points,2
86,es_3_4_2points,2
86,es_3_5_3points,3
86,es_4_1_15points,15
86,es_4_2_10points,10
86,es_5_1_2points,1
86,es_5_2_10points,5
86,es_5_3_3points,3
86,es_6_1_25points,25
86,es_6_2_15points,15
86,total,94
87,es_1_1_2points,2
87,es_1_2_3points,3
87,es_2_1_2points,1.5
87,es_2_2_3points,1.5
87,es_3_1_1point,1
87,es_3_2_2points,2
87,es_3_3_2points,2
87,es_3_4_2points,2
87,es_3_5_3points,3
87,es_4_1_15points,3
87,es_4_2_10points,4
87,es_5_1_2points,0
87,es_5_2_10points,0
87,es_5_3_3points,0
87,es_6_1_25points,8
87,es_6_2_15points,13
87,total,46
88,es_1_1_2points,2
88,es_1_2_3points,3
88,es_2_1_2points,1
88,es_2_2_3points,2
88,es_3_1_1point,1
88,es_3_2_2points,2
88,es_3_3_2points,2
88,es_3_4_2points,2
88,es_3_5_3points,3
88,es_4_1_15points,15
88,es_4_2_10points,10
88,es_5_1_2points,2
88,es_5_2_10points,8
88,es_5_3_3points,3
88,es_6_1_25points,25
88,es_6_2_15points,15
88,total,96
89,es_1_1_2points,2
89,es_1_2_3points,3
89,es_2_1_2points,1.5
89,es_2_2_3points,0
89,es_3_1_1point,1
89,es_3_2_2points,2
89,es_3_3_2points,0
89,es_3_4_2points,2
89,es_3_5_3points,3
89,es_4_1_15points,0
89,es_4_2_10points,2
89,es_5_1_2points,0
89,es_5_2_10points,0
89,es_5_3_3points,0
89,es_6_1_25points,0
89,es_6_2_15points,0
89,total,16.5
92,es_1_1_2points,1.5
92,es_1_2_3points,3
92,es_2_1_2points,1
92,es_2_2_3points,0
92,es_3_1_1point,1
92,es_3_2_2points,2
92,es_3_3_2points,0
92,es_3_4_2points,2
92,es_3_5_3points,0
92,es_4_1_15points,3
92,es_4_2_10points,6
92,es_5_1_2points,0
92,es_5_2_10points,0
92,es_5_3_3points,0
92,es_6_1_25points,0
92,es_6_2_15points,0
92,total,19.5
93,es_1_1_2points,2
93,es_1_2_3points,3
93,es_2_1_2points,2
93,es_2_2_3points,1.5
93,es_3_1_1point,1
93,es_3_2_2points,2
93,es_3_3_2points,2
93,es_3_4_2points,2
93,es_3_5_3points,3
93,es_4_1_15points,3
93,es_4_2_10points,6
93,es_5_1_2points,0
93,es_5_2_10points,0
93,es_5_3_3points,1.5
93,es_6_1_25points,24
93,es_6_2_15points,13
93,total,66
96,es_1_1_2points,2
96,es_1_2_3points,3
96,es_2_1_2points,2
96,es_2_2_3points,1.5
96,es_3_1_1point,1
96,es_3_2_2points,2
96,es_3_3_2points,2
96,es_3_4_2points,2
96,es_3_5_3points,3
96,es_4_1_15points,15
96,es_4_2_10points,7
96,es_5_1_2points,2
96,es_5_2_10points,10
96,es_5_3_3points,3
96,es_6_1_25points,12
96,es_6_2_15points,10
96,total,77.5
98,es_1_1_2points,2
98,es_1_2_3points,3
98,es_2_1_2points,1
98,es_2_2_3points,2
98,es_3_1_1point,1
98,es_3_2_2points,2
98,es_3_3_2points,2
98,es_3_4_2points,2
98,es_3_5_3points,3
98,es_4_1_15points,13
98,es_4_2_10points,10
98,es_5_1_2points,2
98,es_5_2_10points,4
98,es_5_3_3points,1.5
98,es_6_1_25points,10
98,es_6_2_15points,8
98,total,66.5
99,es_1_1_2points,1.5
99,es_1_2_3points,3
99,es_2_1_2points,0
99,es_2_2_3points,0
99,es_3_1_1point,1
99,es_3_2_2points,2
99,es_3_3_2points,0
99,es_3_4_2points,2
99,es_3_5_3points,0
99,es_4_1_15points,0
99,es_4_2_10points,0
99,es_5_1_2points,0
99,es_5_2_10points,0
99,es_5_3_3points,0
99,es_6_1_25points,0
99,es_6_2_15points,0
99,total,9.5
100,es_1_1_2points,2
100,es_1_2_3points,3
100,es_2_1_2points,1
100,es_2_2_3points,1.5
100,es_3_1_1point,1
100,es_3_2_2points,2
100,es_3_3_2points,2
100,es_3_4_2points,2
100,es_3_5_3points,3
100,es_4_1_15points,13
100,es_4_2_10points,7
100,es_5_1_2points,2
100,es_5_2_10points,8
100,es_5_3_3points,1.5
100,es_6_1_25points,24
100,es_6_2_15points,10
100,total,83
101,es_1_1_2points,2
101,es_1_2_3points,3
101,es_2_1_2points,0.5
101,es_2_2_3points,1
101,es_3_1_1point,1
101,es_3_2_2points,2
101,es_3_3_2points,0
101,es_3_4_2points,0
101,es_3_5_3points,3
101,es_4_1_15points,3
101,es_4_2_10points,3
101,es_5_1_2points,0
101,es_5_2_10points,0
101,es_5_3_3points,0
101,es_6_1_25points,0
101,es_6_2_15points,0
101,total,18.5
106,es_1_1_2points,2
106,es_1_2_3points,3
106,es_2_1_2points,1.5
106,es_2_2_3points,0
106,es_3_1_1point,1
106,es_3_2_2points,2
106,es_3_3_2points,2
106,es_3_4_2points,2
106,es_3_5_3points,3
106,es_4_1_15points,3
106,es_4_2_10points,4
106,es_5_1_2points,0
106,es_5_2_10points,0
106,es_5_3_3points,0
106,es_6_1_25points,7
106,es_6_2_15points,15
106,total,45.5
1,es_1_1_2points,2
1,es_1_2_3points,3
1,es_2_1_2points,1
1,es_2_2_3points,0.5
1,es_3_1_1point,1
1,es_3_2_2points,2
1,es_3_3_2points,2
1,es_3_4_2points,2
1,es_3_5_3points,3
1,es_4_1_15points,15
1,es_4_2_10points,10
1,es_5_1_2points,2
1,es_5_2_10points,10
1,es_5_3_3points,3
1,es_6_1_25points,25
1,es_6_2_15points,13
1,total,94.5
2,es_1_1_2points,2
2,es_1_2_3points,3
2,es_2_1_2points,2
2,es_2_2_3points,0.5
2,es_3_1_1point,1
2,es_3_2_2points,2
2,es_3_3_2points,0
2,es_3_4_2points,2
2,es_3_5_3points,3
2,es_4_1_15points,15
2,es_4_2_10points,2
2,es_5_1_2points,0
2,es_5_2_10points,5
2,es_5_3_3points,1.5
2,es_6_1_25points,5
2,es_6_2_15points,0
2,total,44
4,es_1_1_2points,2
4,es_1_2_3points,3
4,es_2_1_2points,1
4,es_2_2_3points,0.5
4,es_3_1_1point,1
4,es_3_2_2points,2
4,es_3_3_2points,0
4,es_3_4_2points,2
4,es_3_5_3points,0
4,es_4_1_15points,3
4,es_4_2_10points,4
4,es_5_1_2points,0
4,es_5_2_10points,1.5
4,es_5_3_3points,0
4,es_6_1_25points,5
4,es_6_2_15points,5
4,total,30
5,es_1_1_2points,2
5,es_1_2_3points,3
5,es_2_1_2points,2
5,es_2_2_3points,1.5
5,es_3_1_1point,1
5,es_3_2_2points,2
5,es_3_3_2points,2
5,es_3_4_2points,2
5,es_3_5_3points,3
5,es_4_1_15points,3
5,es_4_2_10points,2
5,es_5_1_2points,1.5
5,es_5_2_10points,9
5,es_5_3_3points,1.5
5,es_6_1_25points,2
5,es_6_2_15points,1
5,total,38.5
7,es_1_1_2points,2
7,es_1_2_3points,3
7,es_2_1_2points,1
7,es_2_2_3points,1.5
7,es_3_1_1point,1
7,es_3_2_2points,2
7,es_3_3_2points,2
7,es_3_4_2points,2
7,es_3_5_3points,3
7,es_4_1_15points,15
7,es_4_2_10points,10
7,es_5_1_2points,1
7,es_5_2_10points,2.5
7,es_5_3_3points,0
7,es_6_1_25points,20
7,es_6_2_15points,12
7,total,78
8,es_1_1_2points,0.5
8,es_1_2_3points,3
8,es_2_1_2points,0
8,es_2_2_3points,0
8,es_3_1_1point,1
8,es_3_2_2points,2
8,es_3_3_2points,0
8,es_3_4_2points,2
8,es_3_5_3points,0
8,es_4_1_15points,0
8,es_4_2_10points,0
8,es_5_1_2points,0
8,es_5_2_10points,0
8,es_5_3_3points,0
8,es_6_1_25points,0
8,es_6_2_15points,0
8,total,8.5
9,es_1_1_2points,2
9,es_1_2_3points,3
9,es_2_1_2points,1
9,es_2_2_3points,0.5
9,es_3_1_1point,1
9,es_3_2_2points,2
9,es_3_3_2points,2
9,es_3_4_2points,2
9,es_3_5_3points,3
9,es_4_1_15points,2
9,es_4_2_10points,0
9,es_5_1_2points,0
9,es_5_2_10points,0
9,es_5_3_3points,0
9,es_6_1_25points,0
9,es_6_2_15points,0
9,total,18.5
11,es_1_1_2points,2
11,es_1_2_3points,3
11,es_2_1_2points,1
11,es_2_2_3points,0.5
11,es_3_1_1point,1
11,es_3_2_2points,2
11,es_3_3_2points,2
11,es_3_4_2points,2
11,es_3_5_3points,3
11,es_4_1_15points,12
11,es_4_2_10points,3
11,es_5_1_2points,2
11,es_5_2_10points,8
11,es_5_3_3points,1.5
11,es_6_1_25points,12
11,es_6_2_15points,5
11,total,60
12,es_1_1_2points,2
12,es_1_2_3points,3
12,es_2_1_2points,0.5
12,es_2_2_3points,2
12,es_3_1_1point,1
12,es_3_2_2points,2
12,es_3_3_2points,0
12,es_3_4_2points,2
12,es_3_5_3points,3
12,es_4_1_15points,15
12,es_4_2_10points,2
12,es_5_1_2points,0.5
12,es_5_2_10points,5.5
12,es_5_3_3points,2
12,es_6_1_25points,0
12,es_6_2_15points,0
12,total,40.5
14,es_1_1_2points,2
14,es_1_2_3points,3
14,es_2_1_2points,2
14,es_2_2_3points,3
14,es_3_1_1point,1
14,es_3_2_2points,2
14,es_3_3_2points,2
14,es_3_4_2points,2
14,es_3_5_3points,3
14,es_4_1_15points,3
14,es_4_2_10points,10
14,es_5_1_2points,2
14,es_5_2_10points,8
14,es_5_3_3points,3
14,es_6_1_25points,9
14,es_6_2_15points,9
14,total,64
19,es_1_1_2points,2
19,es_1_2_3points,3
19,es_2_1_2points,1
19,es_2_2_3points,2
19,es_3_1_1point,1
19,es_3_2_2points,2
19,es_3_3_2points,2
19,es_3_4_2points,2
19,es_3_5_3points,3
19,es_4_1_15points,15
19,es_4_2_10points,3
19,es_5_1_2points,1.5
19,es_5_2_10points,2
19,es_5_3_3points,1.5
19,es_6_1_25points,5
19,es_6_2_15points,4
19,total,50
20,es_1_1_2points,2
20,es_1_2_3points,3
20,es_2_1_2points,2
20,es_2_2_3points,3
20,es_3_1_1point,1
20,es_3_2_2points,2
20,es_3_3_2points,2
20,es_3_4_2points,2
20,es_3_5_3points,3
20,es_4_1_15points,15
20,es_4_2_10points,10
20,es_5_1_2points,2
20,es_5_2_10points,8
20,es_5_3_3points,3
20,es_6_1_25points,25
20,es_6_2_15points,14.5
20,total,97.5
22,es_1_1_2points,2
22,es_1_2_3points,3
22,es_2_1_2points,1
22,es_2_2_3points,0.5
22,es_3_1_1point,1
22,es_3_2_2points,2
22,es_3_3_2points,2
22,es_3_4_2points,0
22,es_3_5_3points,3
22,es_4_1_15points,4
22,es_4_2_10points,0
22,es_5_1_2points,0
22,es_5_2_10points,0
22,es_5_3_3points,1.5
22,es_6_1_25points,10
22,es_6_2_15points,10
22,total,40
24,es_1_1_2points,2
24,es_1_2_3points,3
24,es_2_1_2points,1
24,es_2_2_3points,0.5
24,es_3_1_1point,1
24,es_3_2_2points,2
24,es_3_3_2points,2
24,es_3_4_2points,2
24,es_3_5_3points,3
24,es_4_1_15points,15
24,es_4_2_10points,4
24,es_5_1_2points,2
24,es_5_2_10points,10
24,es_5_3_3points,3
24,es_6_1_25points,15
24,es_6_2_15points,5
24,total,70.5
25,es_1_1_2points,2
25,es_1_2_3points,3
